repetition,price_cost,physical_size,content,payment_process,payment_method,reputation,fulfillment,transaction_scale,market_concentration,market_reach,seller_geography,marketing
0,0.09545404430593556,0.006492150214646018,0.017743940968412367,-0.005309071547212404,0.009155183082030893,-0.0021701263885888526,0.029463789869303043,0.22374870021886592,0.01748850404104338,0.08366180027867744,0.010958994341349775,0.015784375135735936
1,0.09685525155949157,0.0120691535785372,0.01586928662599103,0.0,0.008368654094074597,0.0,0.028633596402799392,0.22226760295701306,0.023601190020647575,0.08495494004248173,0.01055405061006423,0.012946469777767753
2,0.09747728731508883,0.016290405720729952,0.012009652768861328,0.0,0.008261607803793989,0.0,0.030443931347159957,0.2186099358158063,0.015532956928818613,0.08047091224074945,0.010303052452519647,0.009389440282571434
3,0.09691647631216672,0.015559088004360023,0.01773865363688249,-0.0007164109038245315,0.00419658326608086,0.0,0.02827406707330971,0.23511467017207419,0.025151044195223703,0.08807203501199422,0.010370674636609017,0.01574034435895069
4,0.0974976684662334,0.016240412699358473,0.0161580455976296,0.0,0.00627455038000593,-0.007891846564763676,0.02504766113241102,0.22870333020770903,0.018756452217085346,0.08548902839225084,0.008944126904813273,0.015636372533017147
5,0.09558188288319686,0.009906612825916584,0.013473718517946463,-0.0024256709749497633,0.0073919914810703195,0.0,0.02624544416538875,0.23545482813185034,0.02491805401154001,0.08813453677099377,0.009725244956590686,0.015847480869567623
6,0.09329358562596582,0.01626525322274798,0.01732342109848126,-0.00697450819040093,0.005551321326313274,-0.0003019549924943028,0.02810877395984754,0.22384564863377754,0.02366757145575748,0.08541080524019058,0.009882181950293393,0.015901222116362128
7,0.08982539800421156,0.015669580680394424,0.017545012601704237,0.0,0.005218158419890476,0.0,0.02881116357772172,0.22474336373460116,0.02323781321228721,0.0777295431410347,0.010656794534942693,0.015741834217211013
8,0.09629170850913313,0.01279264657733424,0.015508270806653304,-0.0038009724108208137,0.009204001960701359,0.0,0.029818069389926555,0.23509388627693434,0.025122401718894315,0.08800444605752958,0.009061040326354752,0.015766942254965468
9,0.09809672720195803,0.008353369476250759,0.017817102090540278,0.00011893036773973221,0.006386535474308102,-0.0007042927694208079,0.027416460100804448,0.22719853851096972,0.02386220146414778,0.08534658694310183,0.010680625225200167,0.013644714124498787
