method,q,alpha_kn,feature,label_zh,mean_w,positive_w_rate,selection_frequency,mean_evalue,selected_ebh
business_group_knockoff,0.1,0.05,price_cost,价格成本,0.14169193921420414,1.0,0.0,0.0,False
business_group_knockoff,0.1,0.05,physical_size,商品物理属性,0.009834525183827915,0.9833333333333333,0.0,0.0,False
business_group_knockoff,0.1,0.05,content,商品内容,0.020457403833853898,1.0,0.0,0.0,False
business_group_knockoff,0.1,0.05,payment_process,支付过程,0.004620065669425303,0.85,0.0,0.0,False
business_group_knockoff,0.1,0.05,payment_method,支付方式,0.002476586005555114,0.7,0.0,0.0,False
business_group_knockoff,0.1,0.05,reputation,口碑,0.0005852825587004374,0.7,0.0,0.0,False
business_group_knockoff,0.1,0.05,fulfillment,履约,0.055065605931027835,1.0,0.0,0.0,False
business_group_knockoff,0.1,0.05,transaction_scale,交易规模,0.24322575036576646,1.0,0.0,0.0,False
business_group_knockoff,0.1,0.05,market_concentration,市场集中度,0.005363865396553865,0.8666666666666667,0.0,0.0,False
business_group_knockoff,0.1,0.05,market_reach,市场覆盖,0.09371449020306279,1.0,0.0,0.0,False
business_group_knockoff,0.1,0.05,seller_geography,卖家地域,0.013770924322517678,1.0,0.0,0.0,False
business_group_knockoff,0.1,0.05,marketing,营销,-0.0017196025340584925,0.43333333333333335,0.0,0.0,False
business_group_knockoff,0.2,0.1,price_cost,价格成本,0.14169193921420414,1.0,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,physical_size,商品物理属性,0.009834525183827915,0.9833333333333333,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,content,商品内容,0.020457403833853898,1.0,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,payment_process,支付过程,0.004620065669425303,0.85,0.31666666666666665,3.8,False
business_group_knockoff,0.2,0.1,payment_method,支付方式,0.002476586005555114,0.7,0.3,3.6,False
business_group_knockoff,0.2,0.1,reputation,口碑,0.0005852825587004374,0.7,0.25,3.0,False
business_group_knockoff,0.2,0.1,fulfillment,履约,0.055065605931027835,1.0,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,transaction_scale,交易规模,0.24322575036576646,1.0,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,market_concentration,市场集中度,0.005363865396553865,0.8666666666666667,0.31666666666666665,3.8,False
business_group_knockoff,0.2,0.1,market_reach,市场覆盖,0.09371449020306279,1.0,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,seller_geography,卖家地域,0.013770924322517678,1.0,0.3333333333333333,4.0,False
business_group_knockoff,0.2,0.1,marketing,营销,-0.0017196025340584925,0.43333333333333335,0.25,3.0,False
business_group_knockoff,0.3,0.15,price_cost,价格成本,0.14169193921420414,1.0,0.9,10.8,True
business_group_knockoff,0.3,0.15,physical_size,商品物理属性,0.009834525183827915,0.9833333333333333,0.8,9.6,True
business_group_knockoff,0.3,0.15,content,商品内容,0.020457403833853898,1.0,0.9,10.8,True
business_group_knockoff,0.3,0.15,payment_process,支付过程,0.004620065669425303,0.85,0.5666666666666667,6.8,True
business_group_knockoff,0.3,0.15,payment_method,支付方式,0.002476586005555114,0.7,0.4666666666666667,5.6,True
business_group_knockoff,0.3,0.15,reputation,口碑,0.0005852825587004374,0.7,0.26666666666666666,3.2,False
business_group_knockoff,0.3,0.15,fulfillment,履约,0.055065605931027835,1.0,0.9,10.8,True
business_group_knockoff,0.3,0.15,transaction_scale,交易规模,0.24322575036576646,1.0,0.9,10.8,True
business_group_knockoff,0.3,0.15,market_concentration,市场集中度,0.005363865396553865,0.8666666666666667,0.6333333333333333,7.6,True
business_group_knockoff,0.3,0.15,market_reach,市场覆盖,0.09371449020306279,1.0,0.9,10.8,True
business_group_knockoff,0.3,0.15,seller_geography,卖家地域,0.013770924322517678,1.0,0.9,10.8,True
business_group_knockoff,0.3,0.15,marketing,营销,-0.0017196025340584925,0.43333333333333335,0.25,3.0,False
